date,close
2019-06-18,2098.71
2019-06-19,2124.78
2019-06-20,2131.29
2019-06-21,2125.62
2019-06-24,2126.33
2019-06-25,2121.64
2019-06-26,2121.85
2019-06-27,2134.32
2019-06-28,2130.62
2019-07-01,2129.74
2019-07-02,2122.02
2019-07-03,2096.02
2019-07-04,2108.73
2019-07-05,2110.59
2019-07-08,2064.17
2019-07-09,2052.03
2019-07-10,2058.78
2019-07-11,2080.58
2019-07-12,2086.66
2019-07-15,2082.48
2019-07-16,2091.87
2019-07-17,2072.92
2019-07-18,2066.55
2019-07-19,2094.36
2019-07-22,2093.34
2019-07-23,2101.45
2019-07-24,2082.3
2019-07-25,2074.48
2019-07-26,2066.26
2019-07-29,2029.48
2019-07-30,2038.68
2019-07-31,2024.55
2019-08-01,2017.34
2019-08-02,1998.13
2019-08-05,1946.98
2019-08-06,1917.5
2019-08-07,1909.71
2019-08-08,1920.61
2019-08-09,1937.75
2019-08-12,1942.29
2019-08-13,1925.83
2019-08-14,1938.37
2019-08-16,1927.17
2019-08-19,1939.9
2019-08-20,1960.25
2019-08-21,1964.65
2019-08-22,1951.01
2019-08-23,1948.3
2019-08-26,1916.31
2019-08-27,1924.6
2019-08-28,1941.09
2019-08-29,1933.41
2019-08-30,1967.79
2019-09-02,1969.19
2019-09-03,1965.69
2019-09-04,1988.53
2019-09-05,2004.75
2019-09-06,2009.13
2019-09-09,2019.55
2019-09-10,2032.08
2019-09-11,2049.2
2019-09-16,2062.22
2019-09-17,2062.33
2019-09-18,2070.73
2019-09-19,2080.35
2019-09-20,2091.52
2019-09-23,2091.7
2019-09-24,2101.04
2019-09-25,2073.39
2019-09-26,2074.52
2019-09-27,2049.93
2019-09-30,2063.05
2019-10-01,2072.42
2019-10-02,2031.91
2019-10-04,2020.69
2019-10-07,2021.73
2019-10-08,2046.25
2019-10-10,2028.15
2019-10-11,2044.61
2019-10-14,2067.4
2019-10-15,2068.17
2019-10-16,2082.83
2019-10-17,2077.94
2019-10-18,2060.69
2019-10-21,2064.84
2019-10-22,2088.86
2019-10-23,2080.62
2019-10-24,2085.66
2019-10-25,2087.89
2019-10-28,2093.6
2019-10-29,2092.69
2019-10-30,2080.27
2019-10-31,2083.48
2019-11-01,2100.2
2019-11-04,2130.24
2019-11-05,2142.64
2019-11-06,2144.15
2019-11-07,2144.29
2019-11-08,2137.23
2019-11-11,2124.09
2019-11-12,2140.92
2019-11-13,2122.45
2019-11-14,2139.23
2019-11-15,2162.18
2019-11-18,2160.69
2019-11-19,2153.24
2019-11-20,2125.32
2019-11-21,2096.6
2019-11-22,2101.96
2019-11-25,2123.5
2019-11-26,2121.35
2019-11-27,2127.85
2019-11-28,2118.6
2019-11-29,2087.96
2019-12-02,2091.92
2019-12-03,2084.07
2019-12-04,2068.89
2019-12-05,2060.74
2019-12-06,2081.85
2019-12-09,2088.65
2019-12-10,2098.0
2019-12-11,2105.62
2019-12-12,2137.35
2019-12-13,2170.25
2019-12-16,2168.15
2019-12-17,2195.68
2019-12-18,2194.76
2019-12-19,2196.56
2019-12-20,2204.18
2019-12-23,2203.71
2019-12-24,2190.08
2019-12-26,2197.93
2019-12-27,2204.21
2019-12-30,2197.67
2020-01-02,2175.17
2020-01-03,2176.46
2020-01-06,2155.07
2020-01-07,2175.54
2020-01-08,2151.31
2020-01-09,2186.45
2020-01-10,2206.39
2020-01-13,2229.26
2020-01-14,2238.88
2020-01-15,2230.98
2020-01-16,2248.05
2020-01-17,2250.57
2020-01-20,2262.64
2020-01-21,2239.69
2020-01-22,2267.25
2020-01-23,2246.13
2020-01-28,2176.72
2020-01-29,2185.28
2020-01-30,2148.0
2020-01-31,2119.01
2020-02-03,2118.88
2020-02-04,2157.9
2020-02-05,2165.63
2020-02-06,2227.94
2020-02-07,2211.95
2020-02-10,2201.07
2020-02-11,2223.12
2020-02-12,2238.38
2020-02-13,2232.96
2020-02-14,2243.59
2020-02-17,2242.17
2020-02-18,2208.88
2020-02-19,2210.34
2020-02-20,2195.5
2020-02-21,2162.84
2020-02-24,2079.04
2020-02-25,2103.61
2020-02-26,2076.77
2020-02-27,2054.89
2020-02-28,1987.01
2020-03-02,2002.51
2020-03-03,2014.15
2020-03-04,2059.33
2020-03-05,2085.26
2020-03-06,2040.22
2020-03-09,1954.77
2020-03-10,1962.93
2020-03-11,1908.27
2020-03-12,1834.33
2020-03-13,1771.44
2020-03-16,1714.86
2020-03-17,1672.44
2020-03-18,1591.2
2020-03-19,1457.64
2020-03-20,1566.15
2020-03-23,1482.46
2020-03-24,1609.97
2020-03-25,1704.76
2020-03-26,1686.24
2020-03-27,1717.73
2020-03-30,1717.12
2020-03-31,1754.64
2020-04-01,1685.46
2020-04-02,1724.86
2020-04-03,1725.44
2020-04-06,1791.88
2020-04-07,1823.6
2020-04-08,1807.14
2020-04-09,1836.21
2020-04-10,1860.7
2020-04-13,1825.76
2020-04-14,1857.08
2020-04-16,1857.07
2020-04-17,1914.53
2020-04-20,1898.36
2020-04-21,1879.38
2020-04-22,1896.15
2020-04-23,1914.73
2020-04-24,1889.01
2020-04-27,1922.77
2020-04-28,1934.09
2020-04-29,1947.56
2020-05-04,1895.37
2020-05-06,1928.76
2020-05-07,1928.61
2020-05-08,1945.82
2020-05-11,1935.4
2020-05-12,1922.17
2020-05-13,1940.42
2020-05-14,1924.96
2020-05-15,1927.28
2020-05-18,1937.11
2020-05-19,1980.61
2020-05-20,1989.64
2020-05-21,1998.31
2020-05-22,1970.13
2020-05-25,1994.6
2020-05-26,2029.78
2020-05-27,2031.2
2020-05-28,2028.54
2020-05-29,2029.6
2020-06-01,2065.08
2020-06-02,2087.19
2020-06-03,2147.0
2020-06-04,2151.18
2020-06-05,2181.87
2020-06-08,2184.29
2020-06-09,2188.92
2020-06-10,2195.69
2020-06-11,2176.78
2020-06-12,2132.3
2020-06-15,2030.82
2020-06-16,2138.05
2020-06-17,2141.05
2020-06-18,2133.48
2020-06-19,2141.32
2020-06-22,2126.73
2020-06-23,2131.24
2020-06-24,2161.51
2020-06-25,2112.37
2020-06-26,2134.65
2020-06-29,2093.48
2020-06-30,2108.33
2020-07-01,2106.7
2020-07-02,2135.37
2020-07-03,2152.41
2020-07-06,2187.93
2020-07-07,2164.17
2020-07-08,2158.88
2020-07-09,2167.9
2020-07-10,2150.25
2020-07-13,2186.06
2020-07-14,2183.61
2020-07-15,2201.88
2020-07-16,2183.76
2020-07-17,2201.19
2020-07-20,2198.2
2020-07-21,2228.83
2020-07-22,2228.66
2020-07-23,2216.19
2020-07-24,2200.44
2020-07-27,2217.86
2020-07-28,2256.99
2020-07-29,2263.16
2020-07-30,2267.01
2020-07-31,2249.37
2020-08-03,2251.04
2020-08-04,2279.97
2020-08-05,2311.86
2020-08-06,2342.61
2020-08-07,2351.67
2020-08-10,2386.38
2020-08-11,2418.67
2020-08-12,2432.35
2020-08-13,2437.53
2020-08-14,2407.49
2020-08-18,2348.24
2020-08-19,2360.54
2020-08-20,2274.22
2020-08-21,2304.59
2020-08-24,2329.83
2020-08-25,2366.73
2020-08-26,2369.32
2020-08-27,2344.45
2020-08-28,2353.8
2020-08-31,2326.17
2020-09-01,2349.55
2020-09-02,2364.37
2020-09-03,2395.9
2020-09-04,2368.25
2020-09-07,2384.22
2020-09-08,2401.91
2020-09-09,2375.81
2020-09-10,2396.48
2020-09-11,2396.69
2020-09-14,2427.91
2020-09-15,2443.58
2020-09-16,2435.92
2020-09-17,2406.17
2020-09-18,2412.4
2020-09-21,2389.39
2020-09-22,2332.59
2020-09-23,2333.24
2020-09-24,2272.7
2020-09-25,2278.79
2020-09-28,2308.08
2020-09-29,2327.89
2020-10-05,2358.0
2020-10-06,2365.9
2020-10-07,2386.94
2020-10-08,2391.96
2020-10-12,2403.73
2020-10-13,2403.15
2020-10-14,2380.48
2020-10-15,2361.21
2020-10-16,2341.53
2020-10-19,2346.74
2020-10-20,2358.41
2020-10-21,2370.86
2020-10-22,2355.05
2020-10-23,2360.81
2020-10-26,2343.91
2020-10-27,2330.84
2020-10-28,2345.26
2020-10-29,2326.67
2020-10-30,2267.15
2020-11-02,2300.16
2020-11-03,2343.31
2020-11-04,2357.32
2020-11-05,2413.79
2020-11-06,2416.5
2020-11-09,2447.2
2020-11-10,2452.83
2020-11-11,2485.87
2020-11-12,2475.62
2020-11-13,2493.87
2020-11-16,2543.03
2020-11-17,2539.15
2020-11-18,2545.64
2020-11-19,2547.42
2020-11-20,2553.5
2020-11-23,2602.59
2020-11-24,2617.76
2020-11-25,2601.54
2020-11-26,2625.91
2020-11-27,2633.45
2020-11-30,2591.34
2020-12-01,2634.25
2020-12-02,2675.9
2020-12-03,2696.22
2020-12-04,2731.45
2020-12-07,2745.44
2020-12-08,2700.93
2020-12-09,2755.47
2020-12-10,2746.46
2020-12-11,2770.06
2020-12-14,2762.2
2020-12-15,2756.82
2020-12-16,2771.79
2020-12-17,2770.43
2020-12-18,2772.18
2020-12-21,2778.65
2020-12-22,2733.68
2020-12-23,2759.82
2020-12-24,2806.86
2020-12-28,2808.6
2020-12-29,2820.51
2020-12-30,2873.47
2021-01-04,2944.45
2021-01-05,2990.57
2021-01-06,2968.21
2021-01-07,3031.68
2021-01-08,3152.18
2021-01-11,3148.45
2021-01-12,3125.95
2021-01-13,3148.29
2021-01-14,3149.93
2021-01-15,3085.9
2021-01-18,3013.93
2021-01-19,3092.66
2021-01-20,3114.55
2021-01-21,3160.84
2021-01-22,3140.63
2021-01-25,3208.99
2021-01-26,3140.31
2021-01-27,3122.56
2021-01-28,3069.05
2021-01-29,2976.21
2021-02-01,3056.53
2021-02-02,3096.81
2021-02-03,3129.68
2021-02-04,3087.55
2021-02-05,3120.63
2021-02-08,3091.24
2021-02-09,3084.67
2021-02-10,3100.58
2021-02-15,3147.0
2021-02-16,3163.25
2021-02-17,3133.73
2021-02-18,3086.66
2021-02-19,3107.62
2021-02-22,3079.75
2021-02-23,3070.09
2021-02-24,2994.98
2021-02-25,3099.69
2021-02-26,3012.95
2021-03-02,3043.87
2021-03-03,3082.99
2021-03-04,3043.49
2021-03-05,3026.26
2021-03-08,2996.11
2021-03-09,2976.12
2021-03-10,2958.12
2021-03-11,3013.7
2021-03-12,3054.39
2021-03-15,3045.71
2021-03-16,3067.17
2021-03-17,3047.5
2021-03-18,3066.01
2021-03-19,3039.53
2021-03-22,3035.46
2021-03-23,3004.74
2021-03-24,2996.35
2021-03-25,3008.33
2021-03-26,3041.01
2021-03-29,3036.04
2021-03-30,3070.0
2021-03-31,3061.42
2021-04-01,3087.4
2021-04-02,3112.8
2021-04-05,3120.83
2021-04-06,3127.08
2021-04-07,3137.41
2021-04-08,3143.26
2021-04-09,3131.88
2021-04-12,3135.59
2021-04-13,3169.08
2021-04-14,3182.38
2021-04-15,3194.33
2021-04-16,3198.62
2021-04-19,3198.84
2021-04-20,3220.7
2021-04-21,3171.66
2021-04-22,3177.52
2021-04-23,3186.1
2021-04-26,3217.53
2021-04-27,3215.42
2021-04-28,3181.47
2021-04-29,3174.07
2021-04-30,3147.86
2021-05-03,3127.2
2021-05-04,3147.37
2021-05-06,3178.74
2021-05-07,3197.2
2021-05-10,3249.3
2021-05-11,3209.43
2021-05-12,3161.66
2021-05-13,3122.11
2021-05-14,3153.32
2021-05-17,3134.52
2021-05-18,3173.05
2021-05-20,3162.28
2021-05-21,3156.42
2021-05-24,3144.3
2021-05-25,3171.32
2021-05-26,3168.43
2021-05-27,3165.51
2021-05-28,3188.73
2021-05-31,3203.92
2021-06-01,3221.87
2021-06-02,3224.23
2021-06-03,3247.43
2021-06-04,3240.08
2021-06-07,3252.12
2021-06-08,3247.83
2021-06-09,3216.18
2021-06-10,3224.64
2021-06-11,3249.32
2021-06-14,3252.13
2021-06-15,3258.63
2021-06-16,3278.68
2021-06-17,3264.96
2021-06-18,3267.93
2021-06-21,3240.79
2021-06-22,3263.88
2021-06-23,3276.19
2021-06-24,3286.1
2021-06-25,3302.84
2021-06-28,3301.89
2021-06-29,3286.68
2021-06-30,3296.68
2021-07-01,3282.06
2021-07-02,3281.78
2021-07-05,3293.21
2021-07-06,3305.21
2021-07-07,3285.34
2021-07-08,3252.68
2021-07-09,3217.95
2021-07-12,3246.47
2021-07-13,3271.38
2021-07-14,3264.81
2021-07-15,3286.22
2021-07-16,3276.91
2021-07-19,3244.04
2021-07-20,3232.7
2021-07-21,3215.91
2021-07-22,3250.21
2021-07-23,3254.42
2021-07-26,3224.95
2021-07-27,3232.53
2021-07-28,3236.86
2021-07-29,3242.65
2021-07-30,3202.32
2021-08-02,3223.04
2021-08-03,3237.14
2021-08-04,3280.38
2021-08-05,3276.13
2021-08-06,3270.36
2021-08-09,3260.42
2021-08-10,3243.19
2021-08-11,3220.62
2021-08-12,3208.38
2021-08-13,3171.29
2021-08-17,3143.09
2021-08-18,3158.93
2021-08-19,3097.83
2021-08-20,3060.51
2021-08-23,3090.21
2021-08-24,3138.3
2021-08-25,3146.81
2021-08-26,3128.53
2021-08-27,3133.9
2021-08-30,3144.19
2021-08-31,3199.27
2021-09-01,3207.02
2021-09-02,3175.85
2021-09-03,3201.06
2021-09-06,3203.33
2021-09-07,3187.42
2021-09-08,3162.99
2021-09-09,3114.7
2021-09-10,3125.76
2021-09-13,3127.86
2021-09-14,3148.83
2021-09-15,3153.4
2021-09-16,3130.09
2021-09-17,3140.51
2021-09-23,3127.58
2021-09-24,3125.24
2021-09-27,3133.64
2021-09-28,3097.92
2021-09-29,3060.27
2021-09-30,3068.82
2021-10-01,3019.18
2021-10-05,2962.17
2021-10-06,2908.31
2021-10-07,2959.46
2021-10-08,2956.3
2021-10-12,2916.38
2021-10-13,2944.41
2021-10-14,2988.64
2021-10-15,3015.06
2021-10-18,3006.68
2021-10-19,3029.04
2021-10-20,3013.13
2021-10-21,3007.33
2021-10-22,3006.16
2021-10-25,3020.54
2021-10-26,3049.08
2021-10-27,3025.49
2021-10-28,3009.55
2021-10-29,2970.68
2021-11-01,2978.94
2021-11-02,3013.49
2021-11-03,2975.71
2021-11-04,2983.22
2021-11-05,2969.27
2021-11-08,2960.2
2021-11-09,2962.46
2021-11-10,2930.17
2021-11-11,2924.92
2021-11-12,2968.8
2021-11-15,2999.52
2021-11-16,2997.21
2021-11-17,2962.42
2021-11-18,2947.38
2021-11-19,2971.02
2021-11-22,3013.25
2021-11-23,2997.33
2021-11-24,2994.29
2021-11-25,2980.27
2021-11-26,2936.44
2021-11-29,2909.32
2021-11-30,2839.01
2021-12-01,2899.72
2021-12-02,2945.27
2021-12-03,2968.33
2021-12-06,2973.25
2021-12-07,2991.72
2021-12-08,3001.8
2021-12-09,3029.57
2021-12-10,3010.23
2021-12-13,3001.66
2021-12-14,2987.95
2021-12-15,2989.39
2021-12-16,3006.41
2021-12-17,3017.73
2021-12-20,2963.0
2021-12-21,2975.03
2021-12-22,2984.48
2021-12-23,2998.17
2021-12-24,3012.43
2021-12-27,2999.55
2021-12-28,3020.24
2021-12-29,2993.29
2021-12-30,2977.65
2022-01-03,2988.77
2022-01-04,2989.24
2022-01-05,2953.97
2022-01-06,2920.53
2022-01-07,2954.89
2022-01-10,2926.72
2022-01-11,2927.38
2022-01-12,2972.48
2022-01-13,2962.09
2022-01-14,2921.92
2022-01-17,2890.1
2022-01-18,2864.24
2022-01-19,2842.28
2022-01-20,2862.68
2022-01-21,2834.29
2022-01-24,2792.0
2022-01-25,2720.39
2022-01-26,2709.24
2022-01-27,2614.49
2022-01-28,2663.34
2022-02-03,2707.82
2022-02-04,2750.26
2022-02-07,2745.06
2022-02-08,2746.47
2022-02-09,2768.85
2022-02-10,2771.93
2022-02-11,2747.71
2022-02-14,2704.48
2022-02-15,2676.54
2022-02-16,2729.68
2022-02-17,2744.09
2022-02-18,2744.52
2022-02-21,2743.8
2022-02-22,2706.79
2022-02-23,2719.53
2022-02-24,2648.8
2022-02-25,2676.76
2022-02-28,2699.18
2022-03-02,2703.52
2022-03-03,2747.08
2022-03-04,2713.43
2022-03-07,2651.31
2022-03-08,2622.4
2022-03-10,2680.32
2022-03-11,2661.28
2022-03-14,2645.65
2022-03-15,2621.53
2022-03-16,2659.23
2022-03-17,2694.51
2022-03-18,2707.02
2022-03-21,2686.05
2022-03-22,2710.0
2022-03-23,2735.05
2022-03-24,2729.66
2022-03-25,2729.98
2022-03-28,2729.56
2022-03-29,2741.07
2022-03-30,2746.74
2022-03-31,2757.65
2022-04-01,2739.85
2022-04-04,2757.9
2022-04-05,2759.2
2022-04-06,2735.03
2022-04-07,2695.86
2022-04-08,2700.39
2022-04-11,2693.1
2022-04-12,2666.76
2022-04-13,2716.49
2022-04-14,2716.71
2022-04-15,2696.06
2022-04-18,2693.21
2022-04-19,2718.89
2022-04-20,2718.69
2022-04-21,2728.21
2022-04-22,2704.71
2022-04-25,2657.13
2022-04-26,2668.31
2022-04-27,2639.06
2022-04-28,2667.49
2022-04-29,2695.05
2022-05-02,2687.45
2022-05-03,2680.46
2022-05-04,2677.57
2022-05-06,2644.51
2022-05-09,2610.81
2022-05-10,2596.56
2022-05-11,2592.27
2022-05-12,2550.08
2022-05-13,2604.24
2022-05-16,2596.58
2022-05-17,2620.44
2022-05-18,2625.98
2022-05-19,2592.34
2022-05-20,2639.29
2022-05-23,2647.38
2022-05-24,2605.87
2022-05-25,2617.22
2022-05-26,2612.45
2022-05-27,2638.05
2022-05-30,2669.66
2022-05-31,2685.9
2022-06-02,2658.99
2022-06-03,2670.65
2022-06-07,2626.34
2022-06-08,2626.15
2022-06-09,2625.44
2022-06-10,2595.87
2022-06-13,2504.51
2022-06-14,2492.97
2022-06-15,2447.38
2022-06-16,2451.41
2022-06-17,2440.93
2022-06-20,2391.03
2022-06-21,2408.93
2022-06-22,2342.81
2022-06-23,2314.32
2022-06-24,2366.6
2022-06-27,2401.92
2022-06-28,2422.09
2022-06-29,2377.99
2022-06-30,2332.64
2022-07-01,2305.42
2022-07-04,2300.34
2022-07-05,2341.78
2022-07-06,2292.01
2022-07-07,2334.27
2022-07-08,2350.61
2022-07-11,2340.27
2022-07-12,2317.76
2022-07-13,2328.61
2022-07-14,2322.32
2022-07-15,2330.98
2022-07-18,2375.25
2022-07-19,2370.97
2022-07-20,2386.85
2022-07-21,2409.16
2022-07-22,2393.14
2022-07-25,2403.69
2022-07-26,2412.96
2022-07-27,2415.53
2022-07-28,2435.27
2022-07-29,2451.5
2022-08-01,2452.25
2022-08-02,2439.62
2022-08-03,2461.45
2022-08-04,2473.11
2022-08-05,2490.8
2022-08-08,2493.1
2022-08-09,2503.46
2022-08-10,2480.88
2022-08-11,2523.78
2022-08-12,2527.94
2022-08-16,2533.52
2022-08-17,2516.47
2022-08-18,2508.05
2022-08-19,2492.69
2022-08-22,2462.5
2022-08-23,2435.34
2022-08-24,2447.45
2022-08-25,2477.26
2022-08-26,2481.03
2022-08-29,2426.89
2022-08-30,2450.93
2022-08-31,2472.05
2022-09-01,2415.61
2022-09-02,2409.41
2022-09-05,2403.68
2022-09-06,2410.02
2022-09-07,2376.46
2022-09-08,2384.28
2022-09-13,2449.54
2022-09-14,2411.42
2022-09-15,2401.83
2022-09-16,2382.78
2022-09-19,2355.66
2022-09-20,2367.85
2022-09-21,2347.21
2022-09-22,2332.31
2022-09-23,2290.0
2022-09-26,2220.94
2022-09-27,2223.86
2022-09-28,2169.29
2022-09-29,2170.93
2022-09-30,2155.49
2022-10-04,2209.38
2022-10-05,2215.22
2022-10-06,2237.86
2022-10-07,2232.84
2022-10-11,2192.07
2022-10-12,2202.47
2022-10-13,2162.87
2022-10-14,2212.55
2022-10-17,2219.71
2022-10-18,2249.95
2022-10-19,2237.44
2022-10-20,2218.09
2022-10-21,2213.12
2022-10-24,2236.16
2022-10-25,2235.07
2022-10-26,2249.56
2022-10-27,2288.78
2022-10-28,2268.4
2022-10-31,2293.61
2022-11-01,2335.22
2022-11-02,2336.87
2022-11-03,2329.17
2022-11-04,2348.43
2022-11-07,2371.79
2022-11-08,2399.04
2022-11-09,2424.41
2022-11-10,2402.23
2022-11-11,2483.16
2022-11-14,2474.65
2022-11-15,2480.33
2022-11-16,2477.45
2022-11-17,2442.9
2022-11-18,2444.48
2022-11-21,2419.5
2022-11-22,2405.27
2022-11-23,2418.01
2022-11-24,2441.33
2022-11-25,2437.86
2022-11-28,2408.27
2022-11-29,2433.39
2022-11-30,2472.53
2022-12-01,2479.84
2022-12-02,2434.33
2022-12-05,2419.32
2022-12-06,2393.16
2022-12-07,2382.81
2022-12-08,2371.08
2022-12-09,2389.04
2022-12-12,2373.02
2022-12-13,2372.4
2022-12-14,2399.25
2022-12-15,2360.97
2022-12-16,2360.02
2022-12-19,2352.17
2022-12-20,2333.29
2022-12-21,2328.95
2022-12-22,2356.73
2022-12-23,2313.69
2022-12-26,2317.14
2022-12-27,2332.79
2022-12-28,2280.45
2022-12-29,2236.4
2023-01-02,2225.67
2023-01-03,2218.68
2023-01-04,2255.98
2023-01-05,2264.65
2023-01-06,2289.97
2023-01-09,2350.19
2023-01-10,2351.31
2023-01-11,2359.53
2023-01-12,2365.1
2023-01-13,2386.09
2023-01-16,2399.86
2023-01-17,2379.39
2023-01-18,2368.32
2023-01-19,2380.34
2023-01-20,2395.26
2023-01-25,2428.57
2023-01-26,2468.65
2023-01-27,2484.02
2023-01-30,2450.47
2023-01-31,2425.08
2023-02-01,2449.8
2023-02-02,2468.88
2023-02-03,2480.4
2023-02-06,2438.19
2023-02-07,2451.71
2023-02-08,2483.64
2023-02-09,2481.52
2023-02-10,2469.73
2023-02-13,2452.7
2023-02-14,2465.64
2023-02-15,2427.9
2023-02-16,2475.48
2023-02-17,2451.21
2023-02-20,2455.12
2023-02-21,2458.96
2023-02-22,2417.68
2023-02-23,2439.09
2023-02-24,2423.61
2023-02-27,2402.64
2023-02-28,2412.85
2023-03-02,2427.85
2023-03-03,2432.07
2023-03-06,2462.62
2023-03-07,2463.35
2023-03-08,2431.91
2023-03-09,2419.09
2023-03-10,2394.59
2023-03-13,2410.6
2023-03-14,2348.97
2023-03-15,2379.72
2023-03-16,2377.91
2023-03-17,2395.69
2023-03-20,2379.2
2023-03-21,2388.35
2023-03-22,2416.96
2023-03-23,2424.48
2023-03-24,2414.96
2023-03-27,2409.22
2023-03-28,2434.94
2023-03-29,2443.92
2023-03-30,2453.16
2023-03-31,2476.86
2023-04-03,2472.34
2023-04-04,2480.51
2023-04-05,2495.21
2023-04-06,2459.23
2023-04-07,2490.41
2023-04-10,2512.08
2023-04-11,2547.86
2023-04-12,2550.64
2023-04-13,2561.66
2023-04-14,2571.49
2023-04-17,2575.91
2023-04-18,2571.09
2023-04-19,2575.08
2023-04-20,2563.11
2023-04-21,2544.4
2023-04-24,2523.5
2023-04-25,2489.02
2023-04-26,2484.83
2023-04-27,2495.81
2023-04-28,2501.53
2023-05-02,2524.39
2023-05-03,2501.4
2023-05-04,2500.94
2023-05-08,2513.21
2023-05-09,2510.06
2023-05-10,2496.51
2023-05-11,2491.0
2023-05-12,2475.42
2023-05-15,2479.35
2023-05-16,2480.24
2023-05-17,2494.66
2023-05-18,2515.4
2023-05-19,2537.79
2023-05-22,2557.08
2023-05-23,2567.55
2023-05-24,2567.45
2023-05-25,2554.69
2023-05-26,2558.81
2023-05-30,2585.52
2023-05-31,2577.12
2023-06-01,2569.17
2023-06-02,2601.36
2023-06-05,2615.41
2023-06-07,2615.6
2023-06-08,2610.85
2023-06-09,2641.16
2023-06-12,2629.35
2023-06-13,2637.95
2023-06-14,2619.08
2023-06-15,2608.54
2023-06-16,2625.79
2023-06-19,2609.5
2023-06-20,2604.91
2023-06-21,2582.63
2023-06-22,2593.7
2023-06-23,2570.1
2023-06-26,2582.2
2023-06-27,2581.39
2023-06-28,2564.19
2023-06-29,2550.02
2023-06-30,2564.28
2023-07-03,2602.47
2023-07-04,2593.31
2023-07-05,2579.0
2023-07-06,2556.29
2023-07-07,2526.71
2023-07-10,2520.7
2023-07-11,2562.49
2023-07-12,2574.72
2023-07-13,2591.23
2023-07-14,2628.3
2023-07-17,2619.0
2023-07-18,2607.62
2023-07-19,2608.24
2023-07-20,2600.23
2023-07-21,2609.76
2023-07-24,2628.53
2023-07-25,2636.46
2023-07-26,2592.36
2023-07-27,2603.81
2023-07-28,2608.32
2023-07-31,2632.58
2023-08-01,2667.07
2023-08-02,2616.47
2023-08-03,2605.39
2023-08-04,2602.8
2023-08-07,2580.71
2023-08-08,2573.98
2023-08-09,2605.12
2023-08-10,2601.56
2023-08-11,2591.26
2023-08-14,2570.87
2023-08-16,2525.64
2023-08-17,2519.85
2023-08-18,2504.5
2023-08-21,2508.8
2023-08-22,2515.74
2023-08-23,2505.5
2023-08-24,2537.68
2023-08-25,2519.14
2023-08-28,2543.41
2023-08-29,2552.16
2023-08-30,2561.22
2023-08-31,2556.27
2023-09-01,2563.71
2023-09-04,2584.55
2023-09-05,2582.18
2023-09-06,2563.34
2023-09-07,2548.26
2023-09-08,2547.68
2023-09-11,2556.88
2023-09-12,2536.58
2023-09-13,2534.7
2023-09-14,2572.89
2023-09-15,2601.28
2023-09-18,2574.72
2023-09-19,2559.21
2023-09-20,2559.74
2023-09-21,2514.97
2023-09-22,2508.13
2023-09-25,2495.76
2023-09-26,2462.97
2023-09-27,2465.07
2023-10-04,2405.69
2023-10-05,2403.6
2023-10-06,2408.73
2023-10-10,2402.58
2023-10-11,2450.08
2023-10-12,2479.82
2023-10-13,2456.15
2023-10-16,2436.24
2023-10-17,2460.17
2023-10-18,2462.6
2023-10-19,2415.8
2023-10-20,2375.0
2023-10-23,2357.02
2023-10-24,2383.51
2023-10-25,2363.17
2023-10-26,2299.08
2023-10-27,2302.81
2023-10-30,2310.55
2023-10-31,2277.99
2023-11-01,2301.56
2023-11-02,2343.12
2023-11-03,2368.34
2023-11-06,2502.37
2023-11-07,2443.96
2023-11-08,2421.62
2023-11-09,2427.08
2023-11-10,2409.66
2023-11-13,2403.76
2023-11-14,2433.25
2023-11-15,2486.67
2023-11-16,2488.18
2023-11-17,2469.85
2023-11-20,2491.2
2023-11-21,2510.42
2023-11-22,2511.7
2023-11-23,2514.96
2023-11-24,2496.63
2023-11-27,2495.66
2023-11-28,2521.76
2023-11-29,2519.81
2023-11-30,2535.29
2023-12-01,2505.01
2023-12-04,2514.95
2023-12-05,2494.28
2023-12-06,2495.38
2023-12-07,2492.07
2023-12-08,2517.85
2023-12-11,2525.36
2023-12-12,2535.27
2023-12-13,2510.66
2023-12-14,2544.18
2023-12-15,2563.56
2023-12-18,2566.86
2023-12-19,2568.55
2023-12-20,2614.3
2023-12-21,2600.02
2023-12-22,2599.51
2023-12-26,2602.59
2023-12-27,2613.5
2023-12-28,2655.28
2024-01-02,2669.81
2024-01-03,2607.31
2024-01-04,2587.02
2024-01-05,2578.08
2024-01-08,2567.82
2024-01-09,2561.24
2024-01-10,2541.98
2024-01-11,2540.27
2024-01-12,2525.05
2024-01-15,2525.99
2024-01-16,2497.59
2024-01-17,2435.9
2024-01-18,2440.04
2024-01-19,2472.74
2024-01-22,2464.35
2024-01-23,2478.61
2024-01-24,2469.69
2024-01-25,2470.34
2024-01-26,2478.56
2024-01-29,2500.65
2024-01-30,2498.81
2024-01-31,2497.09
2024-02-01,2542.46
2024-02-02,2615.31
2024-02-05,2591.31
2024-02-06,2576.2
2024-02-07,2609.58
2024-02-08,2620.32
2024-02-13,2649.64
2024-02-14,2620.42
2024-02-15,2613.8
2024-02-16,2648.76
2024-02-19,2680.26
2024-02-20,2657.79
2024-02-21,2653.31
2024-02-22,2664.27
2024-02-23,2667.7
2024-02-26,2647.08
2024-02-27,2625.05
2024-02-28,2652.29
2024-02-29,2642.36
2024-03-04,2674.27
2024-03-05,2649.4
2024-03-06,2641.49
2024-03-07,2647.62
